date,amount,description,category,payment_mode
2023-07-07,5308.7,MYNTRA BERLIN TXN 665051,Shopping,IMPS
2024-06-09,104.27,BIG BAZAAR 583736,Groceries,Debit Card
2024-10-27,11345.92,SUBSCRIPTION AMAZON PRIME 600161,Entertainment,Card
2024-03-04,8700.29,PAYMENT TO CREDIT CARD SBI 42498,Bills & Utilities,Credit Card
2023-05-17,3489.7,AIRTEL CHENNAI TXN 425515,Shopping,Debit Card
2023-12-01,3033.5,FLIPKART MUMBAI TXN 983566,Shopping,Debit Card
2024-02-21,7674.46,FLIPKART MUMBAI TXN 300946,Shopping,Debit Card
2023-09-28,14319.91,SUBSCRIPTION AMAZON PRIME 41832,Entertainment,Card
2025-05-06,13045.81,PAYMENT TO GOIBIBO VIA BHIM UPI 570324,Shopping,UPI
2024-03-19,3331.95,CARREFOUR 138579,Groceries,Debit Card
2023-01-18,9714.1,Credited BOOTSCHEMIST 916630,Healthcare,Card
2024-08-27,2996.38,JIO RECHARGE 885849,Bills & Utilities,Net Banking
2025-05-14,14165.36,HP PETROL PUMP PARIS TXN 59211 *POS,Fuel,Card Present
2023-11-01,7086.84,SUBWAY ATLANTA POS 588388,Food & Dining,Card Present
2023-07-25,4986.6,GOOGLE *PLAY 142378,Entertainment,Credit Card
2024-08-27,1208.43,AUTOPAY AMZN PRIME 72996,Entertainment,AutoDebit
2023-06-09,3313.41,JIO RECHARGE 885801,Bills & Utilities,Net Banking
2023-01-27,5517.95,ZOMATO SAN FRANCISCO TXN 948218,Food & Dining,UPI
2023-02-22,4751.38,STARBUCKS SAN FRANCISCO POS 108481,Food & Dining,Debit Card
2025-03-21,3587.9,RYANAIR 990110 *POS,Travel,Credit Card
2023-08-31,10762.37,AMZN MKTP INDIA 205984,Shopping,Credit Card
2025-08-19,4006.62,PAYTM-TO-FLIPKART 699719,Shopping,Digital Wallet
2023-09-09,13066.13,BIG BAZAAR 631250,Groceries,Debit Card
2023-09-03,13523.58,ZOMATO KOLKATA TXN 730212,Food & Dining,UPI
2024-10-09,6726.39,IOC CHENNAI TXN 814475,Shopping,Debit Card
2023-06-26,11901.71,NETFLIX.COM/BILL 965168,Entertainment,Credit Card
2024-09-13,13512.49,SWIGGY CHENNAI TXN 281182,Food & Dining,UPI
2024-06-07,5836.93,AIRTEL BILLPAY 844803,Bills & Utilities,Net Banking
2023-05-11,469.48,AIRTEL BILLPAY 385029,Bills & Utilities,Net Banking
2024-11-10,459.62,ZELLE PAYMENT TO OLA 147120,Transfer,Zelle
2024-03-28,11205.33,DELTA AIRLINES 121090 *CARD,Travel,Card Present
2025-02-23,9025.45,UPI/135052/H&M,Shopping,UPI
2025-01-29,5412.55,DELTA AIRLINES 256193,Travel,Credit Card
2023-05-28,8131.74,NEFT TO H&M 900466,Transfer,NEFT
2024-04-29,7888.96,IRCTC E-TICKET 594159,Travel,Net Banking
2023-10-14,4200.22,SBI/IMPS TO ZOMATO 560880,Transfer,IMPS
2023-05-26,8761.59,ATM CASH WITHDRAWAL ICICI ATM 883805,Cash Withdrawal,ATM
2025-06-15,6908.98,STARBUCKS BERLIN POS 497888,Food & Dining,Debit Card
2023-07-25,9047.57,SHELL PUNE TXN 921741,Fuel,Debit Card
2023-09-19,8436.27,PAYPAL *OLA 11505,Shopping,UPI
2024-07-29,3293.11,NETFLIX.COM/BILL 198550,Entertainment,Credit Card
2024-09-25,5142.08,Debited ALDI 950712,Groceries,Debit Card
2024-10-12,5913.16,SPOTIFY *SUBSCRIPTION 825220,Entertainment,Card
2025-07-15,14020.48,MOBILE TOPUP Vodafone 10097,Bills & Utilities,Wallet
2024-07-31,10220.42,SUBSCRIPTION AMAZON PRIME 214090 *POS,Entertainment,Debit Card
2023-03-16,10710.42,AMAZON PAY *DMART 910494,Shopping,Wallet
2024-08-02,10871.53,PAYTM-TO-DELTA AIRLINES 210845,Shopping,Digital Wallet
2025-02-20,9124.87,MCDONALDS DELHI POS 850383,Food & Dining,Debit Card
2025-06-04,6107.59,GAS BILL 705880,Bills & Utilities,Net Banking
2023-04-23,8402.13,IRCTC E-TICKET 823976,Travel,Net Banking
2023-12-03,14941.7,INDIAN OIL MUMBAI TXN 496806,Fuel,Debit Card
2025-04-23,1477.84,INSURANCE PREMIUM WALMART 74029,Bills & Utilities,Net Banking
2024-12-11,13231.25,ACH DEBIT ADOBE 446413,Bills & Utilities,ACH
2025-06-18,9195.27,SBI/IMPS TO JIO 892608,Transfer,IMPS
2025-01-16,6541.64,VENMO PAYMENT 845187,Transfer,Digital Wallet
2023-10-14,1853.42,RYANAIR 325242,Travel,Credit Card
2023-10-06,307.0,CARREFOUR 24302,Groceries,Debit Card
2024-08-04,4707.4,SWIGGY CHICAGO TXN 66260,Food & Dining,UPI
2023-03-06,5969.77,TARGET STORE579 310799,Shopping,Credit Card
2024-03-08,4188.63,NEFT TO NETFLIX 300900,Transfer,NEFT
2023-01-14,6010.69,AMZN.COM/BILL 856485,Shopping,Credit Card
2025-04-18,7391.41,Credited UPI/746201/AMAZON,Shopping,UPI
2024-11-18,12967.78,AUTOPEY ADOBE 456949,Bills & Utilities,AutoDebit
2024-12-09,12832.03,CVS PHARMACY 693768 *ONLINE,Healthcare,Card
2023-10-01,6043.64,APPLE.COM/BILL 491688,Entertainment,Credit Card
2024-01-30,7443.69,AUTOPEY H&M 126401 *ONLINE,Bills & Utilities,AutoDebit
2023-08-12,7039.67,SUBWAY LONDON POS 220541,Food & Dining,Debit Card
2025-03-08,4752.9,ACH DEBIT INDIAN OIL 483039,Bills & Utilities,ACH
2023-08-30,13615.32,TESCO STORES 715419,Groceries,Debit Card
2023-07-07,12364.62,ZELLE PAYMENT TO IKEA 209028,Transfer,Zelle
2024-06-21,7537.96,VENMO PAYMENT 856465,Transfer,Wallet
2024-12-27,5630.89,ATM CASH WITHDRAWAL SBI ATM ATM 486067,Cash Withdrawal,ATM
2025-04-17,1474.84,PAYMENT TO CREDIT CARD HDFC 883321,Bills & Utilities,Card Present
2023-01-23,7725.7,AMZN.COM/BILL 455764,Shopping,Credit Card
2025-03-03,10072.58,LIDL 56888,Groceries,Debit Card
2025-01-12,1651.64,RECHARGE Airtel 362987,Bills & Utilities,UPI
2023-06-01,1465.91,DMART 844197,Groceries,Debit Card
2023-09-02,2493.07,ELECTRICITY BILL 367277,Bills & Utilities,Net Banking
2023-03-09,4657.23,ATM CASH WITHDRAWAL ICICI ATM ATM 964911,Cash Withdrawal,ATM
2025-06-12,7365.29,UBER KOLKATA TXN 550418,Travel,Credit Card
2025-01-04,4998.73,SUBWAY MIAMI POS 387832 *ONLINE,Food & Dining,Debit Card
2023-01-21,3927.59,AUTOPAY AMZN PRIME 674456,Entertainment,AutoDebit
2023-01-12,8157.08,PAYTM-TO-LIDL 22800,Shopping,Digital Wallet
2025-08-14,3910.76,ACH DEBIT H&M 67217 *ONLINE,Bills & Utilities,ACH
2025-02-09,8389.42,BOOTSCHEMIST 552959,Healthcare,Card
2025-09-03,2530.14,STARBUCKS CHICAGO POS 699288,Food & Dining,Debit Card
2024-12-07,10357.11,INSURANCE PREMIUM HDFC 405713,Bills & Utilities,Net Banking
2023-06-17,6783.28,DMART 680352,Groceries,Debit Card
2023-02-09,6009.68,AMZN MKTP GLOBAL 330630,Shopping,Credit Card
2023-02-24,6284.02,IRCTC 822738 INDIAN RAIL,Travel,Net Banking
2023-09-04,7438.52,INDIAN OIL BERLIN TXN 844765,Fuel,Debit Card
2024-10-15,4695.61,IRCTC 517774 INDIAN RAIL *POS,Travel,Debit Card
2025-08-20,14287.52,NETFLIX.COM/BILL 196454,Entertainment,Credit Card
2023-01-05,11777.89,SHELL MIAMI TXN 527954,Fuel,Debit Card
2024-01-07,13741.93,MYNTRA ATLANTA TXN 503355,Shopping,IMPS
2023-01-09,13036.41,ACH DEBIT SBI 458535,Bills & Utilities,ACH
2023-08-31,14533.59,STARBUCKS PARIS POS 873495,Food & Dining,Debit Card
2024-08-10,9592.93,NEFT TO CARREFOUR 857787,Transfer,NEFT
2025-03-26,12481.69,SUBSCRIPTION AMAZON PRIME 257996 *ONLINE,Entertainment,Card
2025-06-20,818.99,PAYMENT TO TATACLIQ VIA BHIM UPI 858259,Shopping,UPI
2024-01-19,3356.44,ACH DEBIT IOC 469358,Bills & Utilities,ACH
2023-10-02,8363.73,IRCTC 599704 INDIAN RAIL,Travel,Net Banking
2023-07-25,10561.32,RECHARGE Jio 248536 *CARD,Bills & Utilities,Card Present
2025-05-07,13445.89,OLA/UBER RIDE 304322,Travel,UPI
2024-04-19,6857.31,APPLE.COM/BILL 108031,Entertainment,Credit Card
2023-01-04,4793.37,Credited ELECTRICITY BILL 653302,Bills & Utilities,Net Banking
2024-03-19,7418.53,AUTOPAY AMZN PRIME 158350,Entertainment,AutoDebit
2023-05-10,8855.09,ACH DEBIT LIDL 385086 *ONLINE,Bills & Utilities,ACH
2024-12-02,10023.51,MCDONALDS BERLIN POS 819508,Food & Dining,Debit Card
2025-02-24,3413.97,Txn: PAYPAL *AIRTEL 905569,Shopping,Wallet
2023-02-06,14053.21,IMPS TRANSFER TO ZOMATO 175033,Shopping,IMPS
2025-03-21,13052.63,IRCTC E-TICKET 101157 *ONLINE,Travel,Net Banking
2025-01-07,9473.71,APPLE.COM/BILL 159319,Entertainment,Credit Card
2024-10-29,11865.89,Txn: FLIPKART HYDERABAD TXN 319116,Shopping,Debit Card
2023-08-26,14058.79,STARBUCKS MUMBAI POS 126793,Food & Dining,Card Present
2023-02-18,9082.04,ZOMATO NY TXN 148410,Food & Dining,UPI
2023-01-01,7890.09,APPLE.COM/BILL 244822 *ONLINE,Entertainment,Credit Card
2025-11-08,8903.07,KFC PUNE TXN 261045,Food & Dining,Debit Card
2023-12-20,7086.31,EASYJET 580541 *POS,Travel,Debit Card
2023-07-20,5376.53,APOLLO PHARMACY 254602,Healthcare,Card
2023-09-28,5006.18,STRIPE*JIO 999777,Shopping,Card
2025-10-11,7917.83,AIRTEL BILLPAY 895778,Bills & Utilities,Net Banking
2025-10-11,8213.77,DMART 679324,Groceries,Debit Card
2024-03-30,7299.44,SPOTIFY *SUBSCRIPTION 846692 *CARD,Entertainment,Credit Card
2024-03-08,1074.75,AMZN MKTP EUROPE 648375 *POS,Shopping,Card Present
2023-04-14,7066.33,Debited DELTA AIRLINES 576836,Travel,Credit Card
2025-03-28,9166.07,BOOTSCHEMIST 680185,Healthcare,Card
2023-03-06,13701.86,SWIGGY AMSTERDAM TXN 394818 *CARD,Food & Dining,Debit Card
2024-05-06,7307.24,LIDL 380085,Groceries,Debit Card
2025-02-20,12536.52,AUTOPEY HOME DEPOT 188781,Bills & Utilities,AutoDebit
2025-09-25,3729.19,OLA/UBER RIDE 381835 *POS,Travel,Card Present
2024-11-04,10156.86,RYANAIR 446646 *ONLINE,Travel,Credit Card
2025-02-19,14124.38,Alert: SHELL BENGALURU TXN 592851,Fuel,Debit Card
2025-03-10,2788.8,EASYJET 229852,Travel,Credit Card
2023-05-30,3708.16,UBER MIAMI TXN 110120,Travel,Credit Card
2024-01-01,2051.34,SWIGGY CHICAGO TXN 282271,Food & Dining,UPI
2024-05-23,13639.31,EASYJET 743880,Travel,Credit Card
2024-08-18,4890.27,VENMO PAYMENT 792544,Transfer,UPI
2023-11-25,5082.52,FLIPKART NY TXN 301399 *ONLINE,Shopping,Debit Card
2024-11-17,9961.17,AMZN MKTP US 700855,Shopping,Credit Card
2025-01-10,8150.18,Debited AIRTEL BILLPAY 225258,Bills & Utilities,Net Banking
2025-03-21,10851.97,STARBUCKS KOLKATA POS 595941,Food & Dining,Credit Card
2025-02-09,4725.24,ZELLE PAYMENT TO OLA 461313,Transfer,Zelle
2025-10-15,10822.04,INDIAN OIL DELHI TXN 702616,Fuel,Debit Card
2023-10-30,11512.03,KFC SAN FRANCISCO TXN 400185,Food & Dining,Debit Card
2024-04-03,1795.36,AMZN.COM/BILL 320759,Shopping,Credit Card
2025-01-23,2992.81,ACH DEBIT COSTCO 549386 *POS,Bills & Utilities,ACH
2024-12-28,6756.19,GAS BILL 544160,Bills & Utilities,Net Banking
2025-06-07,10107.72,ZELLE PAYMENT TO UBER 819962,Transfer,Zelle
2023-06-29,7938.91,MCDONALDS LOS ANGELES POS 651784 *POS,Food & Dining,Card Present
2023-02-14,3175.74,NETFLIX.COM/BILL 245217,Entertainment,Credit Card
2025-10-31,14343.6,ALDI 906336,Groceries,Debit Card
2024-07-14,4286.26,ELECTRICITY BILL 526256,Bills & Utilities,Net Banking
2023-06-15,11481.99,AMZN.COM/BILL 511273,Shopping,Credit Card
2024-10-04,13240.3,SHELL AMSTERDAM TXN 680277,Fuel,Debit Card
2023-04-27,6784.19,AMZN MKTP US 541981,Shopping,Credit Card
2024-01-14,12098.37,GAS BILL 304966,Bills & Utilities,Net Banking
2023-12-04,8261.22,MOBILE TOPUP Airtel 613418,Bills & Utilities,Wallet
2025-06-25,8935.83,ELECTRICITY BILL 710005,Bills & Utilities,Net Banking
2025-03-06,10967.37,AMAZON PAY *NETFLIX 244713,Shopping,Wallet
2025-11-17,13760.36,Debited SUBSCRIPTION AMAZON PRIME 319834,Entertainment,Card
2025-05-03,13493.41,SWIGGY DELHI TXN 851368,Food & Dining,UPI
2024-02-22,5786.61,MYNTRA HYDERABAD TXN 934858,Shopping,IMPS
2024-10-30,2383.9,SPOTIFY *SUBSCRIPTION 541752,Entertainment,Card
2023-08-31,11737.75,MAKEMYTRIP 888567,Travel,Credit Card
2024-05-21,2220.02,GOOGLE *PLAY 969298,Entertainment,Credit Card
2025-07-13,1234.82,Txn: RECHARGE Airtel 97651,Bills & Utilities,UPI
2025-05-10,199.66,TARGET STORE546 703655 *POS,Shopping,Credit Card
2023-02-01,3581.02,WALMART.COM 500033,Shopping,Credit Card
2024-09-02,6414.82,SHELL LONDON TXN 869206,Fuel,Debit Card
2023-10-21,3620.04,SWIGGY LOS ANGELES TXN 649098,Food & Dining,UPI
2023-07-29,341.74,TESCO STORES 169540,Groceries,Debit Card
2023-07-03,14066.11,UPI/687708/SWIGGY,Shopping,UPI
2025-08-09,4745.47,APOLLO PHARMACY 181142,Healthcare,Card
2023-02-02,10511.8,SUBSCRIPTION AMAZON PRIME 235402,Entertainment,Card
2025-09-22,14258.95,VENMO PAYMENT 66620,Transfer,UPI
2024-03-16,9316.3,SUBSCRIPTION AMAZON PRIME 405092,Entertainment,Card
2023-01-22,3767.57,SUBSCRIPTION AMAZON PRIME 57912,Entertainment,Card
2024-12-31,4766.08,MCDONALDS BENGALURU POS 840307,Food & Dining,Card Present
2025-08-07,14306.5,APPLE.COM/BILL 570711,Entertainment,Credit Card
2025-10-25,3937.17,AUTOPAY AMZN PRIME 787009,Entertainment,AutoDebit
2024-08-13,11519.38,IMPS TRANSFER TO MCDONALDS 72062,Shopping,IMPS
2024-02-03,12206.49,WALMART.COM 59965,Shopping,Credit Card
2024-12-22,10618.75,Txn: JIO MUMBAI TXN 591815,Shopping,Debit Card
2023-11-18,8036.74,STARBUCKS PUNE POS 696745,Food & Dining,Credit Card
2025-03-15,5338.63,OLA/UBER RIDE 345316 *ONLINE,Travel,UPI
2024-05-03,14301.89,SUBSCRIPTION AMAZON PRIME 335236,Entertainment,Card
2024-11-14,10584.44,PAYMENT TO CREDIT CARD AXIS BANK ATM 718538,Bills & Utilities,Credit Card
2025-07-26,14059.23,ZELLE PAYMENT TO IOC 67253,Transfer,Zelle
2023-10-05,2704.77,CVS PHARMACY 104834,Healthcare,Card
2024-10-08,115.92,PAYMENT TO IOC VIA BHIM UPI 691473,Shopping,UPI
2023-12-13,8035.9,Credited SWIGGY MUMBAI TXN 177439,Food & Dining,UPI
2025-04-06,1847.68,Txn: IRCTC E-TICKET 830037,Travel,Net Banking
2025-10-16,6790.73,WALMART.COM 444230,Shopping,Credit Card
2023-03-08,253.7,IRCTC 229686 INDIAN RAIL,Travel,Net Banking
2024-05-17,4938.33,INSURANCE PREMIUM JIO 24901,Bills & Utilities,Net Banking
2023-01-15,5733.63,ACH DEBIT WALMART 924446 *CARD,Bills & Utilities,ACH
2024-10-06,513.91,BIG BAZAAR 286341,Groceries,Debit Card
2025-02-26,10499.75,ATM CASH WITHDRAWAL HDFC ATM 144241 *POS,Cash Withdrawal,Debit Card
2024-05-16,2391.01,TARGET STORE216 353297,Shopping,Credit Card
2024-09-26,6163.97,DMART 324909,Groceries,Debit Card
2025-01-18,1871.76,INSURANCE PREMIUM NETFLIX 176561,Bills & Utilities,Net Banking
2025-06-20,3576.83,SUBSCRIPTION AMAZON PRIME 799327,Entertainment,Card
2023-05-02,9748.5,Debited GOOGLE *PLAY 837319,Entertainment,Credit Card
2025-07-14,4821.2,ACH DEBIT ZALANDO 581063 *POS,Bills & Utilities,ACH
2024-09-01,9790.35,Credited DMART 703304,Groceries,Debit Card
2023-11-06,2627.46,NEFT TO UBER 298586 *CARD,Transfer,Card Present
2023-05-17,5700.35,NEFT TO IKEA 268298,Transfer,NEFT
2025-10-20,7211.93,CVS PHARMACY 482684,Healthcare,Card
2024-02-18,12070.09,MAKEMYTRIP 408087,Travel,Credit Card
2023-08-25,1078.53,MYNTRA BENGALURU TXN 715993,Shopping,IMPS
2025-01-11,5652.63,SUBWAY KOLKATA POS 199623,Food & Dining,Card Present
2023-05-11,7571.01,JIO RECHARGE 417765,Bills & Utilities,Net Banking
2024-09-01,2853.5,ZELLE PAYMENT TO TARGET 418285,Transfer,Zelle
2025-03-18,11832.35,INDIAN OIL AMSTERDAM TXN 289422,Fuel,Debit Card
2023-09-19,10914.99,EASYJET 827236,Travel,Credit Card
2024-07-21,14586.89,AMAZON PAY *H&M 34177,Shopping,Wallet
2025-09-30,8411.68,MOBILE TOPUP Airtel 755902,Bills & Utilities,Wallet
2025-10-31,2636.49,GOOGLE *PLAY 305227,Entertainment,Credit Card
2025-09-03,6409.58,SBI/IMPS TO APPLE 999334 *POS,Transfer,Card Present
2023-09-12,7871.25,JIO RECHARGE 80805,Bills & Utilities,Net Banking
2024-12-30,8038.22,LIDL 636065,Groceries,Debit Card
2024-03-28,14801.4,UBER KOLKATA TXN 582196,Travel,Credit Card
2025-10-14,6930.68,ZELLE PAYMENT TO LYFT 477643,Transfer,Zelle
2024-05-05,14705.5,PAYMENT TO CREDIT CARD SBI 444721,Bills & Utilities,Credit Card
2025-08-05,9482.74,AMZN.COM/BILL 760000,Shopping,Credit Card
2024-01-19,8781.29,FLIPKART AMSTERDAM TXN 988136 *POS,Shopping,Card Present
2023-04-22,4121.93,Credited SUBSCRIPTION AMAZON PRIME 198158,Entertainment,Card
2023-06-02,13425.9,SWIGGY LOS ANGELES TXN 857455 *CARD,Food & Dining,Credit Card
2025-03-05,7944.35,BIG BAZAAR 86561,Groceries,Debit Card
2023-05-18,4844.57,NETFLIX.COM/BILL 587271,Entertainment,Credit Card
2024-03-31,10080.93,INDIAN OIL LONDON TXN 362366,Fuel,Debit Card
2025-09-04,5781.68,ZELLE PAYMENT TO H&M 481076,Transfer,Zelle
2023-02-07,12905.81,TARGET STORE954 37633,Shopping,Credit Card
2025-05-07,6400.48,NETFLIX.COM/BILL 673732,Entertainment,Credit Card
2023-07-27,583.93,NETFLIX.COM/BILL 52615,Entertainment,Credit Card
2025-08-23,9361.25,KFC NY TXN 421955 *CARD,Food & Dining,Card Present
2023-11-23,5727.5,MOBILE TOPUP Airtel 297552,Bills & Utilities,Wallet
2025-06-07,13014.23,UPI/511797/AMAZON,Shopping,UPI
2024-04-01,2902.52,PAYPAL *DELTA AIRLINES 312459,Shopping,Wallet
2024-06-06,13274.59,AIRTEL BILLPAY 778089,Bills & Utilities,Net Banking
2023-01-17,5538.76,IRCTC 333668 INDIAN RAIL,Travel,Net Banking
2023-11-01,12314.22,MCDONALDS ATLANTA POS 287545 *POS,Food & Dining,Credit Card
2023-05-02,336.27,AIRTEL BILLPAY 768137,Bills & Utilities,Net Banking
2025-03-06,6790.15,SPOTIFY *SUBSCRIPTION 451597,Entertainment,Card
2023-12-04,8889.55,UBER MADRID TXN 911336,Travel,Credit Card
2025-10-02,1455.38,APOLLO PHARMACY 35376 *POS,Healthcare,Debit Card
2025-07-14,2479.47,Debited TARGET STORE967 820122,Shopping,Credit Card
2024-01-16,6446.51,RYANAIR 130219,Travel,Credit Card
2023-12-26,11420.09,WALMART.COM 627959,Shopping,Credit Card
2025-05-20,14264.81,BIG BAZAAR 324784,Groceries,Debit Card
2025-01-14,3289.58,Credited INSURANCE PREMIUM HDFC 898990,Bills & Utilities,Net Banking
2023-11-02,4162.2,BOOTSCHEMIST 674843,Healthcare,Card
2024-05-24,10491.98,DMART 921218,Groceries,Debit Card
2025-05-15,452.99,ELECTRICITY BILL 114814 *POS,Bills & Utilities,Card Present
2024-01-19,13545.67,KFC NY TXN 508593,Food & Dining,Debit Card
2023-02-12,14657.7,SPOTIFY *SUBSCRIPTION 815528,Entertainment,Card
2024-10-16,5472.98,TARGET STORE368 79163,Shopping,Credit Card
2023-06-20,9344.33,EASYJET 723221,Travel,Credit Card
2025-04-12,10400.47,AMAZON PAY *CARREFOUR 97127,Shopping,Wallet
2025-03-20,4012.25,GOOGLE *PLAY 426981,Entertainment,Credit Card
2023-10-11,13833.66,MAKEMYTRIP 389518,Travel,Credit Card
2025-01-17,8041.36,AUTOPEY ZARA 947469 *ONLINE,Bills & Utilities,AutoDebit
2024-05-13,6890.38,TESCO STORES 92857,Groceries,Debit Card
2025-06-25,11951.9,APOLLO PHARMACY 646485,Healthcare,Card
2023-12-23,7847.33,Debited FLIPKART MUMBAI TXN 434604,Shopping,Debit Card
2024-02-02,12522.88,IRCTC 178772 INDIAN RAIL,Travel,Net Banking
2025-06-30,13904.36,IOC MUMBAI TXN 319133,Shopping,Debit Card
2024-11-16,872.44,EASYJET 630045,Travel,Credit Card
2023-01-19,8787.74,BIG BAZAAR 128229,Groceries,Debit Card
2024-11-25,13636.96,AIRTEL BILLPAY 253377,Bills & Utilities,Net Banking
2023-03-06,1020.33,Debited PAYTM-TO-ZOMATO 627024,Shopping,Wallet
2024-08-02,4913.41,APOLLO PHARMACY 810109,Healthcare,Card
2025-02-22,11131.1,AMAZON PAY *PAYTM 658661,Shopping,UPI
2024-07-26,11438.47,IMPS TRANSFER TO STARBUCKS 171164 *CARD,Shopping,Debit Card
2024-01-01,9158.43,MCDONALDS BERLIN POS 82769,Food & Dining,Debit Card
2024-02-11,9797.24,ACH DEBIT DELTA AIRLINES 389892,Bills & Utilities,ACH
2025-05-13,10451.95,SBI/IMPS TO HOME DEPOT 902531,Transfer,IMPS
2025-09-17,6040.42,LIDL 61751,Groceries,Debit Card
2024-03-07,14856.49,AUTOPAY AMZN PRIME 457649,Entertainment,AutoDebit
2025-01-07,3532.85,UPI/156707/NETFLIX *CARD,Shopping,Card Present
2025-01-28,2611.68,AMZN MKTP EUROPE 797379 *POS,Shopping,Debit Card
2024-02-14,7471.11,SHELL MADRID TXN 306439,Fuel,Debit Card
2024-10-20,7373.68,AMZN MKTP EUROPE 405383,Shopping,Credit Card
2025-03-10,13994.08,Debited IRCTC E-TICKET 29676,Travel,Net Banking
2023-10-14,11336.58,SBI/IMPS TO RAZORPAY 719922,Transfer,IMPS
2024-12-23,41.91,BOOTSCHEMIST 536821,Healthcare,Card
2024-08-17,1527.92,SUBWAY AHMEDABAD POS 384413,Food & Dining,Debit Card
2024-04-16,9585.12,SHELL AHMEDABAD TXN 530021,Fuel,Debit Card
2024-09-13,6478.42,HDFC/NEFT TO MYNTRA 542261,Transfer,NEFT
2025-10-17,2891.77,ATM CASH WITHDRAWAL ICICI ATM 745176,Cash Withdrawal,ATM
2023-03-25,14952.44,SUBSCRIPTION AMAZON PRIME 399388,Entertainment,Card
2024-05-15,692.07,CARREFOUR 632484 *CARD,Groceries,Credit Card
2024-10-24,14112.7,RECHARGE Airtel 413018,Bills & Utilities,UPI
2023-04-19,3626.67,AUTOPAY AMZN PRIME 481346,Entertainment,AutoDebit
2023-07-28,12706.41,ELECTRICITY BILL 790730,Bills & Utilities,Net Banking
2023-05-27,1152.48,RECHARGE Vodafone 735434,Bills & Utilities,UPI
2025-07-19,12826.49,AMZN MKTP US 377642,Shopping,Credit Card
2024-09-23,6361.08,AIRTEL BILLPAY 613273,Bills & Utilities,Net Banking
2024-09-18,14320.16,SUBSCRIPTION AMAZON PRIME 376835,Entertainment,Card
2023-11-23,10324.0,IRCTC E-TICKET 464524,Travel,Net Banking
2023-01-22,6172.51,PAYMENT TO MYNTRA VIA BHIM UPI 431195,Shopping,UPI
2023-02-07,7552.03,GAS BILL 597569,Bills & Utilities,Net Banking
2024-12-24,899.19,IRCTC 348265 INDIAN RAIL,Travel,Net Banking
2023-08-02,13106.7,OLA/UBER RIDE 949857,Travel,UPI
2024-12-29,9933.43,NETFLIX.COM/BILL 32446,Entertainment,Credit Card
2025-01-25,13073.85,STARBUCKS KOLKATA POS 462022,Food & Dining,Debit Card
2024-07-25,12556.47,DELTA AIRLINES 914081,Travel,Credit Card
2023-05-31,565.22,RECHARGE Airtel 412156,Bills & Utilities,UPI
2025-08-02,8256.2,GAS BILL 27506 *POS,Bills & Utilities,Credit Card
2023-05-26,4894.79,INSURANCE PREMIUM AIRTEL 435392,Bills & Utilities,Net Banking
2023-09-03,1653.13,MAKEMYTRIP 881406,Travel,Credit Card
2023-08-06,7765.06,MAKEMYTRIP 198238,Travel,Credit Card
2025-04-08,13240.18,ZOMATO CHENNAI TXN 567980,Food & Dining,UPI
2023-02-10,11549.24,SHELL AHMEDABAD TXN 226881,Fuel,Debit Card
2024-02-16,6168.17,SUBWAY KOLKATA POS 993852,Food & Dining,Card Present
2025-03-23,3188.87,AMAZON PAY *COSTCO 981954 *ONLINE,Shopping,Wallet
2023-01-17,14330.76,Debited PAYTM-TO-OLA 43954,Shopping,Digital Wallet
2024-07-08,2531.26,WALMART.COM 690330,Shopping,Credit Card
2023-07-04,13239.4,SPOTIFY *SUBSCRIPTION 628990,Entertainment,Card
2025-06-30,804.78,WALMART.COM 730216,Shopping,Credit Card
2023-07-31,5817.8,SPOTIFY *SUBSCRIPTION 425892 *POS,Entertainment,Credit Card
2023-06-30,9007.68,AIRTEL BILLPAY 873245,Bills & Utilities,Net Banking
2024-03-24,3082.27,PAYPAL *ZARA 729374 *POS,Shopping,Wallet
2025-09-08,9843.02,SUBWAY CHENNAI POS 758831,Food & Dining,Credit Card
2023-02-20,4253.44,SWIGGY PUNE TXN 84861,Food & Dining,UPI
2024-01-30,4924.43,NETFLIX.COM/BILL 554909,Entertainment,Credit Card
2024-09-17,1104.18,SUBSCRIPTION AMAZON PRIME 332323,Entertainment,Card
2023-08-05,7784.69,BIG BAZAAR 833556,Groceries,Debit Card
2023-10-13,14913.45,SPOTIFY *SUBSCRIPTION 616115,Entertainment,Card
2023-10-26,13528.3,MAKEMYTRIP 581044,Travel,Credit Card
2024-07-05,4014.08,AMZN.COM/BILL 524443,Shopping,Credit Card
2024-07-09,8034.68,BOOTSCHEMIST 92336 *ONLINE,Healthcare,Card
2025-05-05,11481.7,IMPS TRANSFER TO MICROSOFT 124613 *ONLINE,Shopping,IMPS
2025-07-01,1263.01,KFC HYDERABAD TXN 829234,Food & Dining,Debit Card
2023-05-23,4733.54,DMART 903978,Groceries,Debit Card
2025-09-10,12782.98,SHELL NY TXN 854559,Fuel,Debit Card
2024-08-05,9491.05,IMPS TRANSFER TO DELTA AIRLINES 844762,Shopping,IMPS
2025-01-27,962.11,SHELL MUMBAI TXN 492539,Fuel,Debit Card
2025-05-16,14117.54,RYANAIR 440764,Travel,Credit Card
2025-08-05,6622.2,MCDONALDS ATLANTA POS 893516 *CARD,Food & Dining,Debit Card
2024-05-08,9810.02,STRIPE*TESCO 927498 *CARD,Shopping,Card Present
